question,answer,intent_score,suitable_job,url
귀하가 의사결정을 할 때 가장 중요하게 생각하는 가치와 그 이유는 무엇입니까?,"평소 의사결정을 할 때 사람들과 소통을 통해 나온 여러가지 대안을 생각하여 각각에 대한 예상 결과를 중점으로 둡니다. 예를 들어 팀 프로젝트 및 동아리와 같은 조직생활에서 나온 의견들과 피드백을 참고하여 의사 결정을 합니다. 또한 다른 사람들과의 의사소통 과정에서 본인의 생각과 다른 의견을 들을 때 상호 보완하여 최적화된 의사결정을 하거나, 혼자 고민을 할 때는 나오지 못한 또 다른 기발한 아이디어가 나오는 상황을 종종 경험했습니다. 이렇게 여러 사람들의 의견을 유연하게 수용하고 판단할 때 더욱 광범위하고 현실적인 대안과 변수를 고려한 양질의 결정을 할 수 있기 때문입니다. 여러가지 선택지들이 가져올 기대 효과와 가능성, 구체적인 시나리오를 구상해보며 의사결정을 합니다. 현대트랜시스 입사 후에도 사람들과의 의사소통을 중요시하는 역량을 발휘해 혁신적인 성과를 이끄는 신입사원이 되겠습니다.",,product,https://linkareer.com/cover-letter/30237
위의 가치를 지키고 실현하기 위하여 본인이 기울인 노력 및 사례를 서술하여 주십시오.,"교내 풍물패 동아리 회장직을 맡으며 부원들을 이끈 경험이 있습니다. 제가 회장직을 임명받을 때 동아리가 전보다 신규 가입자 수도 줄어들고 전처럼 활성화가 되지 않았습니다. 활성화시킬 수 있는 방법으로 부원들과 상의하여 나온 최선의 방법은 노후화된 동아리방의 리모델링이었습니다. 하지만 몇몇 부원들은 실패하여 더 악화될 걱정이 앞서 반대하였습니다. 동아리 부원 그 누구도 리모델링을 직접 해본 경험이 없기 때문이었습니다. 그 때, 제가 직접 인터넷 검색엔진 및 인테리어 전문가들을 찾아가 조언을 얻어 방법을 습득한 후에 각각 역할을 나눠주며 주도적으로 부원들을 이끌었습니다. 그 결과 동아리방은 전보다 깨끗한 모습을 갖게 되어 동아리에 관심을 보이는 사람들이 늘어났고 실제로 다음 해 신규 가입자 수가 전보다 10명 정도 더 늘어났습니다. 또한 학기마다 1번씩 하는 교내 동아리방 청결 대회에서 청결우수로 상금을 받는 좋은 성과까지 거뒀습니다. 위의 경험을 통해 새로운 방법을 생각하여 도전한다면 좋은 결과를 얻을 수 있다는 것을 배웠습니다.",,ai_ml,https://linkareer.com/cover-letter/30237
귀하를 가장 잘 표현할 수 있는 상징단어와 그 이유는 무엇입니까?,"대학 시절, 사회 경험을 쌓고자 다양한 아르바이트를 했습니다. 그 중에서 카페 아르바이트는 이러한 프로 직업정신을 배양하는 기회의 시간이었습니다. 물론 처음에는 카페의 다양한 음료 제조법을 익히고 손님을 능동적으로 응대하는 데 어려움이 많았습니다. 실수할 때마다 자존감이 떨어져 그만둘까 고민한 적도 있었습니다. 그럴 때, 여기가 이 근방 가게 중에서 가장 힘든 곳이라 여기서 적응하면 어디를 가도 잘할 것이라는 점장님의 말씀이 상황을 극복하는 큰 힘이 되었습니다. 이를 계기로 제대로 해보자는 당찬 목표가 생겼습니다. 이후, 점장님께 문의해 기존 주2일 근무를 주5일 근무로 연장하며 실력향상에 집중했습니다. 근무가 없는 날은 따로 레시피를 외우며 업무향상에 노력했습니다. 그렇게 꾸준히 노력한 결과, 신규 아르바이트생을 직접 가르칠 정도의 전문성을 갖출 수 있었습니다. 더불어 그동안의 책임감 있는 모습을 지켜보신 점장님의 신뢰를 얻으며 카페 매니저 직책을 제안받기도 했습니다. 이 경험에서 업무의 완성도를 높이고 신뢰를 형성하는 프로 직업정신을 갖추게 되었습니다.",,product,https://linkareer.com/cover-letter/30237
귀하가 보유한 강점(지식/기술/특기/사회성 등)을 활용하여 현대트랜시스의 성장에 기여할 수 있는 점은 무엇입니까?,"졸업 작품으로 태양광 무인기를 직접 설계하고 제작한 경험이 있습니다. 당시 목표는 10시간 이상의 장기 체공이었고, CAD, CATIA 등의 프로그램들을 이용하여 동체, 날개, 모터 등 모든 부품을 직접 설계, 제작하였습니다. 저는 최종 조립과 자동 비행제어를 담당하였고, 제작한 부품들의 품질 점검, 날개의 세부 각도까지 모든 사항에 대해 디테일하게 확인하고 작업을 진행하였습니다. 무엇보다 이전 작업들과 달리 직접 손으로 배선과 조립을 수행하기에 수 없이 많은 문제점이 발생하였습니다. 하지만 문제점이 발생한 원인을 찾아내어 모두 해결하였고 마무리한 완성품은, 실제 12시간 비행에 성공하며 대한항공 기술연구원장상을 수상하는 성과를 얻게 되었습니다. 평소 준비성이 철저하고 체계적인 계획성이 높습니다. 이러한 성향적 역량과 전공 지식, 목표에 대한 도전성을 바탕으로, 현대트랜시스 파워트레인 기술자로서 효율적이고 안정적인 운영에 기여하는 전문가로 위의 설계 및 제작 경험을 바탕으로 성장하겠습니다. 🔥현대트랜시스 스크랩 TOP 자소서 함께 확인하세요! https://linkareer.com/cover-letter/29938",,product,https://linkareer.com/cover-letter/30237
성장 과정,-저는 성장 하면서 부모님의 영향을 많이 받았습니다. 저희 아버지는 제조업 공장에서 현장직으로 근무하고 계십니다. 한 평생을 현장에서 교대 근무를 하시면서 힘드실 법도 한데 특별한 날을 제외하고 한번도 빠짐없이 성실히 회사 생활에 임하였습니다. 교대 근무이기 때문에 야간도 많이 하시고 힘드실 것 같은데 그것을 참고 일하시는 모습이 대단해 보였습니다. 아버지는 다니고 계신 회사에 애사심이 많으시고 하시는 일에 자부심을 가지고 계십니다. 그래서 회사 일에 대해 가족이나 친척에게 이야기를 많이 하십니다. 맡은 일과 소속된 회사에서 자부심을 가지고 꾸준히 노력하시는 아버지에게 배울 점이 많다고 생각하고 있고 저도 아버지처럼 한 분야에 미친듯이 몰두하여 전문가로서 성장하는 사람이 되어야겠다고 생각합니다.,,product,https://linkareer.com/cover-letter/30251
성격의 장단점,-장점은 뚝심 있습니다. 대학원 시절 국책과제와 관련된 연구 장비를 구축하는 일을 하였습니다. 이 일을 하면서 힘든 점이 있었습니다. 장비 구축에 대한 지식과 경험이 없어 엔지니어 분과 협업을 하는데 의사소통이 잘 되지 않았습니다. 공부에 대한 필요성을 느껴 일과시간 후 장비 매뉴얼과 구글검색을 이용하여 장비 부품 원리와 명칭에 대해 공부하였고 의사소통 문제를 해결 할 수 있었습니다. 단점은 조금 내향적입니다. 내향적인 성향이 단체 생활 하는데 좋지 않다는 것을 경험 하게 되었고 기본적인 성향을 바꿀 수는 없겠지만 태도는 바꿀 수 있다고 생각해서 단체 생활 할 때 적극적인 태도로 바꾸기 위해 노력 하였습니다. 단체 활동 할 때 리더를 자진해서 해 본 경험이 있고 많은 사람들이 모인 발표장에서 발표 할 기회가 있으면 적극적으로 참여 하였습니다.,,product,https://linkareer.com/cover-letter/30251
좌우명 및 가치관,-제 생활신조는 제가 일하고 있는 분야에 자부심을 가지고 노력해서 제가 일하는 분야에 능동한 전문가가 되는 것입니다. 저는 학부시절 뒤늦게 공부의 재미가 들어 전공공부를 열심히 하였고 전공에 대한 자부심을 가지고 있습니다. 대학원을 진학한 이유도 제가 전공한 분야에 대해 좀 더 배워보고 싶어서 진학하였습니다. 대학원 석사 생활을 하면서 연구 개발이 제 적성에 맞다는 것을 알게 되었고 연구 개발자로써 회사에 도움이 되고 싶습니다.,,product,https://linkareer.com/cover-letter/30251
입사지원동기,"-(주)필톱틱스가 영위하는 산업 분야가 미래 전망이 밝은 분야이고 이 분야의 기술력이 높은 기업이기 때문에 지원하게 되었습니다. (주)필옵틱스는 OLED, 2차전지, 반도체 관련 장비를 생산하는 기업입니다. 최근 4차산업 혁명이 시작됨에 따라 자율 주행 자동차, 스마트 팩토리, 인공 지능 등 산업의 전반적인 부분이 자동화되고 있고 이것을 가능하게 한 소재가 반도체 입니다. 그래서 미래에는 반도체 수요가 더더욱 증가 할 것이라고 생각합니다. (주)필톱틱스는 Wafer bonder, WSDD, BSA DI를 생산하고 있으며 이러한 장비는 노광공정, 반도체 결함 검사, 웨이퍼 결합에 사용되고 있습니다. 그래서 반도체 장비 분야에서 핵심 기술력을 가진 기업이고 앞으로 성장이 기대되는 기업이라고 생각합니다. 성장 가능성이 있는 곳에서 역량을 쌓고 전문가가 되어 회사 기술력을 높이는데 도움이 되는 인재가 되고 싶습니다.",,product,https://linkareer.com/cover-letter/30251
"성장과정: 가족사항, 학창시절, 교우관계, 생활습관, 자신에게 크게 영향을 미친 사건 등을 포함하여 구체적으로 작성(500자)","형제 모두 공대 진학 그리고 책임감. 세 가지 키워드로 제 성장과정을 표현할 수 있습니다. 어린 시절부터 언니 동생과 싸울 땐 싸우고, 서로에게 힘이 되어줄 땐 한 편이 되어 자라왔습니다. 함께 자라면서 가족구성원 내에서도 각자의 역할이 존재한다는 것. 그리고 자연스럽게 자신의 역할에 대한 책임감이 형성되었습니다. 이렇게 가족 구성원 내에서 작은 사회를 경험한 터라 원만한 교우관계로 학창 시절을 보낼 수 있었습니다. 또한 논리적인 근거가 있는 주장에는 모든 가능성을 열어주셨던 부모님 아래, 인과관계와 결과에 미칠 영향성을 항상 생각하게 되었습니다. 이러한 성향을 토대로 논리적 구조를 띄는 데이터 분석과 그 결과에 매력을 느껴 이공계로 진학하였습니다. 소속된 곳에서 나의 역할, 그리고 결과에 대한 책임감, 그로부터 얻는 성취감을 계획적으로 수행하고 달성해왔습니다. 이 모든 성향과 습관은 가족이라는 작은 사회가 안겨준 경험으로 자리 잡았다고 생각합니다.",,ai_ml,https://linkareer.com/cover-letter/30282
실패 혹은 좌절을 극복한 사례와 이를 통해 얻은 교훈은? (최대 300자),"연달아 발생한 접촉사고로 인해 거동이 불편하고 집중 치료가 필요했던 적이 있습니다. 건강의 중요성, 가족의 소중함을 느낄 수 있었던 시간이었습니다. 그동안 쌓아왔던 커리어를 놓기 어려웠지만 잠시 내려두고 치료에 집중하였습니다. 치료 일정을 성실히 따르며 컨디션을 유지할 수 있도록 긍정적으로 생각하고 노력했고, 빠른 회복을 할 수 있었습니다. 이때, 내가 지금 할 수 있는 일을 하자는 생각이 단순하지만 가장 큰 원동력이 되었던 것 같습니다. 이후 긍정적으로 생각하며 내가 지금 할 수 있는 일에 최선을 다하자는 교훈을 얻었습니다.",,product,https://linkareer.com/cover-letter/30282
증권업을 선택하게 된 이유와 증권사 중 당사를 선택한 이유(최대 300자),모든 생활의 시작은 소비와 지출 그리고 수익으로 이루어진 띠를 돌고 돈다고 생각합니다. 이러한 띠 안에서 여유자금이 형성되면 형태는 다르지만 개개인의 성향이 반영된 투자로 이어집니다. 개인 맞춤 자산관리 모델을 구축하여 수익률을 달성하는 것. 가장 어렵지만 모든 투자자가 원하는 것입니다. 한국투자증권의 일원이 되고자 하는 가장 큰 이유는 고객의 신뢰도가 굉장히 높다는 것. 그리고 금융투자회사의 중심에 한국투자증권이 있기 때문입니다. 업계 최정상의 자리에서 꾸준한 리더의 역할을 하는 한국투자증권과 함께 최고를 지향하고자 합니다.,,product,https://linkareer.com/cover-letter/30282
지원한 분야는 어떤 일을 한다고 생각하는가?(최대 200자),넘쳐흐르는 데이터 속에서 데이터 가공과 분석을 통해 유의미한 정보를 찾아내는 것. 그것이Digital 직무의 핵심이라고 생각합니다. 주어진 데이터에 맞는 분석 기법을 적용하고 이를 통해 생산성과 효율성을 반영한 가치 데이터로 추출하는 것이라고 생각합니다. 또한 이를 운영할 수 있는 기본적인 엔지니어 소양을 갖춰야 한다고 생각합니다.,,ai_ml,https://linkareer.com/cover-letter/30282
지원한 분야에 본인이 적합한 이유를 증명하시오. (최대 500자),우수한 직무 수행능력이 기대됩니다. 국내 통신사 네트워크부문에서 상용망 관제 및 운용 경력이 있습니다. 현장감 있게 다뤄본 시스템의 높은 이해도는 큰 강점으로 작용할 것입니다. 망 구성 및 설계 검증 그리고 운용 경험을 통해 체감한 수많은 장애 상황과 장애 대응까지. 시스템과 통신망에 대한 A to Z를 경험했습니다. 더불어 데이터 분석 또한 데이터 전처리 및 시각화 공공데이터를 이용한 통계학적 모델링 수행 최신 자연어 처리 모델 분석 기법 등 기존 직무에 국한되지 않고 꾸준히 기술을 터득해왔습니다. 주어진 데이터의 주요 정보를 훼손하지 않는 데이터 정제와 각 데이터에 맞는 분석 기법을 적용하는 것. 이후 분석 결과에 대한 검증까지 현재 수준에 안주하지 않고 최고를 지향하며 스펙을 넓혀가고 있습니다. 보여지는 스펙이 아닌 자기 자신에게 발전적인 형태의 학습을 지향합니다. 배움의 끝이 없는 Digital 직무에 최적화된 인재라고 생각합니다.,,ai_ml,https://linkareer.com/cover-letter/30282
"당신의 인생계획에서 꿈은 무엇이고, 그 꿈을 이루기 위해 회사가 어떻게 도움을 줄 수 있는지 서술하시오. (최대 500자)","필요한 사람이 되는 것입니다. 소속된 단체, 그 안에서도 사람들은 작은 그룹을 이루며 살아갑니다. 보수를 받았던 첫 회사, 새로운 가정, 그리고 작게는 지인들의 모임까지. 저 역시도 이처럼 크고 작은 소속을 갖고 살아갑니다. 사고로 인해 퇴사 후, 건강을 회복한 뒤 작은 작업실을 운영한 경험이 있습니다. 수강 문의와 작업실 내 수업은 항상 있었고 기업제휴, 외부 출강 등 작업실 운영은 성공적이었으나, 1인 작업실이다 보니 그동안 느껴왔던 소속감을 느낄 수 없었습니다. 혼자 이뤄낸 성공보다 구성원과 함께 목표를 이뤄내는 성취감이 더 크다는 것을 알게 되었습니다. 이때 나의 삶에서도 가족의 일원으로, 소중한 친구로 그 안에서 필요로 하는 사람이 되고자 하는 작지만 결코 쉽지 않은 목표가 생겼습니다. 회사는 조금 더 단단하고 안정적인 소속감을 만들어 줄 것입니다. 그 안에서 주어진 역할을 수행하고, 업무적으로나 인간관계에서나 의지하고 도움을 주고받을 수 있는 필요한 사람이 될 것입니다.",,product,https://linkareer.com/cover-letter/30282
"다른 지원자와 차별화되는 본인만의 강점을 한가지 선택하여, 이를 신한은행에서 어떻게 발휘할 수 있을지 작성해 주세요. [한 번의 결과보다, 다음 선택] 저의 강점은 실패를 한 번의 좌절로 끝내지 않고, 다음 도전의 발판으로 바꾸는 회복탄력성입니다. 저는 목","CJ ENM / 일반_마케팅(예능) / 2024 하반기 / 대기업, 신입 경희대 / 문화관광콘텐츠학과 / 학점 4.08/4.5 / 오픽: IH / 한국사검정시험: 중급, 컴퓨터활용능력: 1급 이 글은 CJ ENM 콘텐츠 마케팅 직무에 합격한 지원자의 실제 자기소개서입니다. 데이터 기반 소비자 분석, 숏폼 콘텐츠 기획, 브랜드 차별화 전략 등 콘텐츠 마케터가 갖춰야 할 핵심 역량을 어떻게 풀어냈는지 확인해보세요. 👉 더 많은 최신 합격 자소서와 문항별 예 대한항공 / 일반직 / 2026 상반기 / 대기업, 신입 연세대 / 언론홍보영상학부 / 학점 4.25 / 토익 975 / MD 인턴 1개월, AD 근무 1년 / 봉사활동 우수상 2회, Business MVP 1회 이 글은 대한항공 일반직에 합격한 지원자의 실제 자기소개서입니다. 데이터 기반 시장분석, 고객 세분화 이해, 프로젝트 리딩 경험을 일반직 핵심 역량으로 어떻게 풀어냈는지 참고해보세요. 👉 더 많은 최신 합격 자소서와 직무별 분석은 링커리어 자소서 만능검색기에서 확인 아모레퍼시픽 / 콘텐츠마케팅 / 2024 상반기 / 신입, 대기업 인가경 / 러시아어문학 / 학점 3.79/4.5 / 오픽: IH / 사회생활 경험: 인턴1회 이 글은 아모레퍼시픽 마케팅 직무에 합격한 지원자의 실제 자기소개서입니다. 브랜드 경험 기획, SNS 콘텐츠 제작, 데이터 기반 마케팅 등 뷰티 산업에서 요구되는 핵심 역량을 어떻게 담아냈는지 확인해보세요. 더 많은 최신 합격 자소서는 [링커리어 자소서 만능검색기]에서 네이버웹툰 / HR / 2025 상반기 / 대기업, 인턴 인서울 / 사범대 / 학점 4.33/4.5 / 토익: 935, 토익스피킹: 160(AL) / 사회생활 경험: 인턴 1년 / 봉사활동, 멘토링 이 글은 네이버웹툰 HR 직무에 합격한 지원자의 실제 자기소개서입니다. 온보딩 기획, 조직문화 이해, 구성원 경험(ECX)을 어떻게 스토리 기반으로 풀어냈는지 참고해보세요. 👉 더 많은 최신 합격 자소서와 문항별 예시는 **[링커리어 자소서 만능검색기]**에서 확 네이버웹툰 / 퍼포먼스마케팅 / 2021 상반기 / 대기업, 인턴 숙명여대 / 아동복지 / 학점 3.94/4.5 / 토익: 910, 토익스피킹: , 오픽: , 기타: / 사회생활 경험: 디지털미디어렙사 6개월 인턴 / 대외활동 5번, 공모전 4번 / 한국사검정시험: , 컴퓨터활용능력: 2급, 기타: GAIQ, Google Search Ads 이 글은 네이버웹툰 퍼포먼스마케팅 직무에 지원한 합격자가 실제 경험을 바탕으로 작성한 자기소개서 사례입니다. 광고 매체 운영 경험, 데이터 기반 캠페인 분석, 디자인 툴 자기습득 등을 통해 분석력과 실행력이 균형 있게 드러난 글입니다. 특히 비전공자임에도 직접 크리에이 IBK기업은행 / 청년인턴_금융일반 / 2025 하반기 / 인턴, 은행권 숙명여대 / 경영학부 / 학점 4.03/4.5 / 한국사검정시험: 고급, 기타: 투자자산운용사, ADsP 이 글은 IBK기업은행 청년인턴 금융일반 직무 2025 하반기",,ai_ml,https://linkareer.com/cover-letter/30307
"한국지역정보개발원에 지원한 동기와 우리원의 핵심가치를 기반으로 한 자기소개를 작성해 주십시오. - 한국지역정보개발원 핵심가치 : 신뢰와 고객만족, 상생과 공헌, 도전과 혁신, 청렴과 소통","국민의 고객 만족과 상생을 위해 일하는 구성원이 되겠습니다. 다른 사람을 도와줄 때 뿌듯함을 느껴 항상 나뿐만이 아닌 공공을 위해 일하고 싶다고 생각해왔습니다. 그와 더불어, 많은 사람이 누구나 이용하는 시스템을 운영하고 싶다는 생각을 했습니다. 한국지역정보개발원에서 운영하는 시스템들을 살펴보니 1365와 문서24, 국가주소정보시스템이라는 익숙한 시스템을 발견했습니다. 학창 시절 사용했던 1365, 지번 주소에서 도로명 주소로 새롭게 바뀌던 시기에 도로명 주소에 익숙지 않아 사용했던 국가주소정보시스템, 그리고 국가에서 운영하는 기관에서 필요한 문서를 뽑을 때 이용했던 문서24까지 실제로 이용했던 서비스들이 보여 반가웠습니다. 동시에, 이런 곳에서 일하게 된다면 저와 같은 일반 국민이 이용하는 서비스를 제공할 수 있게 된다는 것이 큰 보람이 될 것 같아 지원하게 되었습니다. 또한, 재학 중 교내의 국제교류원에서 활동하는 국제교류도우미를 한 경험이 있습니다. 국제교류도우미는 교내의 외국인 재학생 또는 교환학생이 생활에 적응할 수 있도록 도움을 주고, 여러 가지 활동을 함께하는 역할이었습니다. 1년 동안 활동을 하며 나이지리아, 몽골, 중국, 방글라데시, 파키스탄, 인도네시아에서 온 교내의 학생들을 만났습니다. 학교생활에 필요한 것에 대해 도움을 주고, 지역 내 고등학교에 함께 가 그 학생의 나라의 문화를 소개하는 활동을 했습니다. 다양한 문화권의 학생들과 소통하고 교류하다 보니 자연스레 상생에 대해 생각하게 되었습니다. 낯선 곳에 와 열심히 살아가는 사람들에게 도움을 주고, 서로의 문화에 대해 알아가다 보니 나와 다를지라도 다름을 인정하고 소통하는 것이 중요하다고 생각하게 되었습니다. 이렇게 모두가 상생하며 살아갈 수 있기 위한 직무를 수행하는 한국지역정보개발원에서 국민의 고객 만족을 위해 최선을 다해 업무를 수행하는 구성원이 되겠습니다. 2. 지원한 업무에서 요구하는 전문성을 가지기 위해 어떠한 노력을 하였으며, 다른 사람과 차별화 되는 본인만의 노하우나 다른 분야로의 활용능력을 증명할 수 있는 것은 무엇입니까? - 지원직무에서 요구하는 전문성, 전문성을 가지기 위한 노력, 본인만이 지니고 있는 차별화된 역량에 대한 구체적인 설명 포함 재학 중 다양한 프로젝트의 진행을 통해 소프트웨어 개발방법론에 대해 직접 경험하며 습득했습니다. 객체지향소프트웨어공학 과목을 수강하며 객체지향 소프트웨어 개발방법론에 대해 배웠습니다. 약국 전산시스템이라는 주제에 따라 필요한 기능을 도출하는 프로젝트 헌장부터 계획, 요구분석, 설계, 구현, 시험, 종료까지의 소프트웨어 개발의 전 과정을 수행했습니다. 이 프로젝트에서는 모두가 팀장을 한 번씩 맡아서 하기 위해 모두가 단계별로 팀장을 돌아가며 맡아서 했고, 그중 계획 단계의 팀장을 맡았습니다. 프로젝트 관리계획서에 필요한 비용/일정/자원 산정 계획과 프로젝트의 조직 및 책임, 기능 비용, 네트워크 다이어그램 등 계획 단계에서 수행하는 사항들을 주도해 진행했습니다. 이후의 분석, 설계, 구현, 시험 과정들에서는 ",,product,https://linkareer.com/cover-letter/30307
"해결하기 어려운 문제나 도전적인 목표를 달성하기 위해 본인의 관련 지식/기술을 적용할 수 있었던 경험에 대해 구체적으로 작성해 주십시오. - 본인이 구체적으로 무엇을 했으며, 그 결과에 대한 구체적인 설명 포함","한국정보과학회에서 개최한 논문대회에 참가하여 학술지에 논문을 게재하고 장려상을 수상한 경험이 있습니다. 재학 중 '아마추어를 위한 축구 영상 자동 편집 애플리케이션'을 개발했습니다. 'Playlog'라고 이름 지은 해당 애플리케이션은 축구 경기 자동 촬영, 경기 영상 하이라이트 자동 추출 후 편집, 연습 영상 슬로우모션의 세 가지 기능으로 구성되었습니다. 교내 엔지니어링 페어에서 금상이라는 좋은 결과를 수상한 후, 지도교수님의 논문 작성 제안에 팀원들과 상의 끝에 한 번 도전해보기로 했습니다. 애플리케이션의 세 가지 기능 중 경기 영상 하이라이트 자동 추출 기능에 관한 내용으로 논문을 작성했습니다. 논문 작성은 처음 해보는 것이라 시작할 때에는 막막했습니다. 다른 팀원들 역시 처음이라 다른 논문들을 살펴보며 저희만의 방식을 찾기로 했습니다. 각자 여러 논문을 살펴보며 어떤 형식과 내용으로 구성되어 있는지 공부했습니다. 또한, 계획, 요구분석, 설계, 구현까지 프로젝트를 진행하며 도출된 문서들을 다시 확인했습니다. 논문의 형식과 개발한 애플리케이션에 대해서 다시 살펴보는 것과 더불어, 사용했던 기술인 Faster R-CNN모델에 대해서도 더 깊이 알고 논문을 작성하고자 했습니다. 이를 위해 인공지능 과목을 수강하며 습득했던 내용들을 다시 상기하기 위해 당시의 강의자료를 다시 보며 R-CNN모델에 대해 공부하고, 교수님께도 자문을 구하기도 하며 논문을 작성해 나갔습니다. 서로 공부하고 확인한 내용들에 대해 잦은 회의를 통해 공유하고, 서로에게 배우기도 하며 진행했습니다. 그렇게 'Faster R-CNN을 이용한 축구경기 하이라이트 영상 추출 시스템'을 작성하여 2020한국소프트웨어종합학술대회 학부생/주니어부문 논문경진대회에 참가하여 학술지에 게재하게 되었고, 장려상 수상이라는 감사한 결과도 얻었습니다. 한국지역정보개발원에서도 가진 능력을 최대한으로 활용하고 발전하며 혁신을 창출하는 구성원이 되겠습니다.",,ai_ml,https://linkareer.com/cover-letter/30307
"문제상황에서 남들이 생각하지 못했던 아이디어를 제안하여 목표했던 성과를 달성했던 경험에 대해 구체적으로 작성해 주십시오. - 문제상황, 남들이 생각하지 못했던 이유 및 목표했던 성과, 아이디어 탐색 및 적용과정에 대한 구체적인 설명 포함","프로젝트 중 맞닥뜨린 문제 상황에서 도전적인 제안으로 문제를 해결하고 교내 엔지니어링 페어에서 수상한 경험이 있습니다. 재학 중 'KRIP'이라는 여행 일정 관리 어플을 개발한 경험이 있습니다. KRIP은 국내 여행지에 대해 일정 관리와 관광지나 음식점 등의 검색을 한 번에 할 수 있는 어플입니다. 이전까지의 프로젝트에서는 항상 관계형 데이터베이스를 이용해 데이터베이스를 구축해, 새로운 데이터베이스를 사용해보자는 취지에서 NoSQL을 이용해 구축하기로 하고 진행했습니다. 프로젝트에서 저는 데이터베이스와 UI를 담당하여 진행했습니다. NoSQL은 테이블 간 관계를 맺지 않고, 확장성이 좋아 일정과 같이 추가, 삭제 등 변경되는 데이터가 많은 KRIP에 적절하다고 느껴져 설계하기에 용이하다고 생각했습니다. 하지만 프로젝트를 진행하다 보니 테이블 간 중복되는 속성이 많은데 관계를 맺지 않아 데이터베이스의 규모가 커지는 문제가 발생했습니다. 또한, 설계하고 보니 중복되는 속성이 많다 보니 한눈에 보기에도 효율이 떨어져 보였습니다. 해결하기 위해 새로운 방향성을 찾아야 했고, 테이블의 구조도 바꿔보고, 속성의 구성도 바꿔보는 등 여러 가지 시도를 해보았습니다. 하지만 가장 큰 문제는 중복되는 속성이 많은 것이라는 생각이 들어 관계형DB로 바꾸자는 의견을 냈습니다. 이미 설계 단계였기 때문에 팀원들의 반대가 있었습니다. 하지만 관계형으로 바꾸는 것이 어플의 성능과 데이터베이스의 효율에 좋을 것이라는 확신이 있었습니다. 다음 단계인 구현을 위해서는 변경사항이 생긴다면 최대한 빠르게 해결하고 다음 단계로 넘어가야 한다고 생각했습니다. 설득하기 위해 ER다이어그램을 간단하게 만들어 보여주었고, 규모가 훨씬 줄어든 것을 본 팀원들이 납득하여 변경하게 되었습니다. 그 결과 교내 엔지니어링 페어에서 그 효율성과 실용성을 인정받아 장려상을 수상하게 되었습니다. 한국지역정보개발원에서도 문제가 발생했을 때 변화를 두려워하지 않고 새로운 시도를 통해 좋은 결과를 도출하겠습니다.",,backend,https://linkareer.com/cover-letter/30307
"본인의 역량과 발전가능성을 바탕으로 우리원에 입사 후 포부 및 업무계획을 구체적으로 작성해 주십시오. - 본인의 역량과 발전가능성, 입사후 포부, 지원직무에 대한 업무계획에 대한 구체적인 설명 포함","입사 후 지역별, 고객별 맞춤형 서비스를 제공함으로써 고객만족을 높이고 싶습니다. 재학 중 수강한 과목에서 배운 내용을 토대로 프로젝트를 진행했습니다. 축구경기 영상 자동 편집 및 촬영 애플리케이션에서 경기 하이라이트 영상의 추출과 자동 촬영 기능을 위해 인공지능을 활용했습니다. 먼저, 자동촬영 기능을 위해 모델에 공의 이미지를 학습시켰습니다. 라즈베리파이와 연결된 모바일 기기가 공을 추적해 그에 따라 자동으로 각도를 조정해 공이 있는 범위를 촬영하도록 했습니다. 두 번째로, 하이라이트 영상의 추출을 위해 축구경기의 하이라이트 장면이라고 생각되는 골키퍼 다이빙, 코너킥, 선수벽 장면의 이미지를 학습시켰습니다. 학습시킨 모델은 영상 중 하이라이트 장면이라고 판단되는 부분의 앞뒤로 10초, 총 20초의 구간을 하이라이트 영상으로 추출했습니다. 추출한 영상들을 자동으로 이어붙여 해당 경기의 하이라이트 영상으로 생성했습니다. 빅데이터 과목을 수강할 때에는 항공 지연시간 데이터를 이용해 항공 지연시간을 예측하기도 했습니다. 또한, 객체지향소프트웨어공학에서 배운 내용을 프로젝트에 적용시켜 소프트웨어 개발에 대해 습득했습니다. 이러한 역량을 바탕으로 한국지역정보개발원에서의 사업을 더욱 발전시켜 고객만족도를 높이고 싶습니다. 지역정보개발원에서 운영하는 시스템들 중 2020년도 시스템 사업 고객만족도 조사에서 상대적으로 낮은 점수를 받은 1365와 내고장알리미에 대해 더욱 발전시킨 서비스를 제공하고자 합니다. 1365는 저 또한 학창시절에 이용했던 시스템입니다. 빅데이터를 이용해 고객 맞춤형 서비스를 제공해 고객만족도를 높일 수 있을 것입니다. 성별, 연령대별로 많이 이용하는 메뉴나 서비스를 다르게 배치해 맞춤형 서비스를 제공할 수 있습니다. 또한, 지역별로 디지털 지역균형과 지역별 특성에 맞는 정책을 지원함으로써 지역 맞춤형 서비스를 제공할 수 있을 것입니다. 입사 후에도 계속해서 발전하며 고객만족을 높이고 한국지역정보개발원에 기여하는 구성원이 되겠습니다.",,product,https://linkareer.com/cover-letter/30307
